ID,都道府県,市区町村,市区町村名,種別,人口,議員定数,定数条例等の適用年月,議員実数,議長報酬月額,副議長報酬月額,議員報酬月額,期末手当支給率3月,期末手当支給率6月,期末手当支給率12月,期末手当支給率合計,期末手当加算率,備考,議員報酬年額試算,定数分報酬月額,定数分報酬年額試算,人口あたり報酬月額,人口あたり定数分報酬月額,人口あたり定数分報酬年額,市区町村2016,種別2016,人口2016,議員定数2016,定数条例等の適用年月2016,議員実数2016,議長報酬月額2016,副議長報酬月額2016,議員報酬月額2016,期末手当支給率3月2016,期末手当支給率6月2016,期末手当支給率12月2016,期末手当支給率合計2016,期末手当加算率2016,備考2016,議員報酬年額試算2016,定数分報酬月額2016,定数分報酬年額試算2016,人口あたり報酬月額2016,人口あたり定数分報酬月額2016
1530,福岡県,みやこ町,福岡県みやこ町,町村,"37,535",16,?,16,"328,000","273,000","246,000",?,?,?,?,?,,#VALUE!," 4,045,000 ",#VALUE!,6.6,107.8,#VALUE!,みやこ町,町村,"20,584",16,?,16,"328,000","273,000","246,000",?,?,?,?,?,,#VALUE!," 4,045,000 ",#VALUE!,12.0,196.5
1531,福岡県,吉富町,福岡県吉富町,町村,"19,977",16,?,15,"282,000","235,000","224,000",?,?,?,?,?,,#VALUE!," 3,653,000 ",#VALUE!,11.2,182.9,#VALUE!,吉富町,町村,"6,861",10,?,10,"282,000","235,000","224,000",?,?,?,?,?,,#VALUE!," 2,309,000 ",#VALUE!,32.6,336.5
1532,福岡県,上毛町,福岡県上毛町,町村,"6,856",10,?,10,"273,000","227,000","217,000",?,?,?,?,?,,#VALUE!," 2,236,000 ",#VALUE!,31.7,326.1,#VALUE!,上毛町,町村,"7,805",12,?,12,"273,000","227,000","217,000",?,?,?,?,?,,#VALUE!," 2,670,000 ",#VALUE!,27.8,342.1
1533,福岡県,築上町,福岡県築上町,町村,"7,673",12,?,12,"321,000","276,000","261,000",?,?,?,?,?,,#VALUE!," 3,207,000 ",#VALUE!,34.0,418.0,#VALUE!,築上町,町村,"19,089",14,?,13,"321,000","276,000","261,000",?,?,?,?,?,,#VALUE!," 3,729,000 ",#VALUE!,13.7,195.3
1534,佐賀県,佐賀市,佐賀県佐賀市,一般市,"233,437",36,2013年10月,35,"692,000","607,000","553,000",0,158,178,335,15,," 8,766,433 "," 20,101,000 "," 318,651,103 ",2.4,86.1,"1,365.0",佐賀市,市区,"234,758",36,2013年10月,34,"692,000","607,000","553,000",0,150,175,325,15,," 8,702,838 "," 20,101,000 "," 136,960,905 ",2.4,85.6
1535,佐賀県,唐津市,佐賀県唐津市,一般市,"122,528",30,2017年1月,30,"503,000","459,000","438,000",0,158,173,330,15,," 6,918,210 "," 13,226,000 "," 208,904,670 ",3.6,107.9,"1,705.0",唐津市,市区,"125,001",32,2013年2月,28,"503,000","459,000","438,000",0,150,175,325,15,," 6,893,025 "," 14,102,000 "," 108,478,981 ",3.5,112.8
1536,佐賀県,鳥栖市,佐賀県鳥栖市,一般市,"73,636",22,2009年11月,22,"493,000","441,000","413,000",0,158,173,330,15,," 6,523,335 "," 9,194,000 "," 145,219,230 ",5.6,124.9,"1,972.1",鳥栖市,市区,"72,832",22,2009年11月,21,"493,000","441,000","413,000",0,150,175,325,15,," 6,499,588 "," 9,194,000 "," 102,287,258 ",5.7,126.2
1537,佐賀県,多久市,佐賀県多久市,一般市,"19,333",16,2007年4月,16,"441,000","371,000","345,000",0,158,173,330,15,," 5,449,275 "," 5,642,000 "," 89,115,390 ",17.8,291.8,"4,609.5",多久市,市区,"19,937",16,2007年4月,16,"441,000","371,000","345,000",0,150,175,325,15,," 5,429,438 "," 5,642,000 "," 85,445,773 ",17.3,283.0
1538,佐賀県,伊万里市,佐賀県伊万里市,一般市,"55,083",24,2007年4月,24,"486,000","435,000","407,000",0,158,173,330,15,," 6,428,565 "," 9,875,000 "," 155,975,625 ",7.4,179.3,"2,831.6",伊万里市,市区,"56,034",24,2007年4月,24,"486,000","435,000","407,000",0,150,175,325,15,," 6,405,163 "," 9,875,000 "," 100,801,245 ",7.3,176.2
1539,佐賀県,武雄市,佐賀県武雄市,一般市,"49,117",20,2018年4月,20,"490,000","440,000","410,000",0,158,173,330,15,," 6,475,950 "," 8,310,000 "," 131,256,450 ",8.3,169.2,"2,672.3",武雄市,市区,"49,665",24,2014年4月,23,"490,000","440,000","410,000",0,150,175,325,15,," 6,452,375 "," 9,950,000 "," 101,544,252 ",8.3,200.3
1540,佐賀県,鹿島市,佐賀県鹿島市,一般市,"29,351",16,2007年4月,15,"420,000","354,000","334,000",0,158,173,330,15,," 5,275,530 "," 5,450,000 "," 86,082,750 ",11.4,185.7,"2,932.9",鹿島市,市区,"30,205",16,2007年4月,16,"416,000","350,000","331,000",0,150,175,325,15,," 5,209,113 "," 5,400,000 "," 81,978,408 ",11.0,178.8
1541,佐賀県,小城市,佐賀県小城市,一般市,"45,405",20,2018年2月,20,"460,000","401,000","374,000",0,158,173,330,15,," 5,907,330 "," 7,593,000 "," 119,931,435 ",8.2,167.2,"2,641.4",小城市,市区,"45,641",22,2010年3月,22,"460,000","401,000","374,000",0,150,175,325,15,," 5,885,825 "," 8,341,000 "," 92,628,171 ",8.2,182.8
1542,佐賀県,嬉野市,佐賀県嬉野市,一般市,"26,288",16,2018年1月,16,"400,000","330,000","310,000",0,158,173,330,15,," 4,896,450 "," 5,070,000 "," 80,080,650 ",11.8,192.9,"3,046.3",嬉野市,市区,"27,017",18,2010年1月,18,"400,000","330,000","310,000",0,150,175,325,15,," 4,878,625 "," 5,690,000 "," 76,777,361 ",11.5,210.6
1543,佐賀県,神埼市,佐賀県神埼市,一般市,"31,773",20,2014年4月,20,"400,000","332,000","310,000",0,158,173,330,15,," 4,896,450 "," 6,312,000 "," 99,698,040 ",9.8,198.7,"3,137.8",神埼市,市区,"32,038",20,2014年4月,20,"400,000","332,000","310,000",0,155,170,325,15,," 4,878,625 "," 6,312,000 "," 76,777,361 ",9.7,197.0
1544,佐賀県,吉野ヶ里町,佐賀県吉野ヶ里町,町村,"16,061",12,?,12,"310,000","250,000","233,000",?,?,?,?,?,,#VALUE!," 2,890,000 ",#VALUE!,14.5,179.9,#VALUE!,吉野ヶ里町,町村,"16,187",12,?,12,"310,000","250,000","233,000",?,?,?,?,?,,#VALUE!," 2,890,000 ",#VALUE!,14.4,178.5
1545,佐賀県,基山町,佐賀県基山町,町村,"17,318",13,?,13,"344,000","280,000","256,000",?,?,?,?,?,,#VALUE!," 3,440,000 ",#VALUE!,14.8,198.6,#VALUE!,基山町,町村,"17,377",13,?,13,"344,000","280,000","256,000",?,?,?,?,?,,#VALUE!," 3,440,000 ",#VALUE!,14.7,198.0
1546,佐賀県,上峰町,佐賀県上峰町,町村,"9,577",10,?,10,"329,000","266,000","246,000",?,?,?,?,?,,#VALUE!," 2,563,000 ",#VALUE!,25.7,267.6,#VALUE!,上峰町,町村,"9,539",10,?,10,"329,000","266,000","246,000",?,?,?,?,?,,#VALUE!," 2,563,000 ",#VALUE!,25.8,268.7
1547,佐賀県,みやき町,佐賀県みやき町,町村,"25,561",16,?,16,"326,000","271,000","253,000",?,?,?,?,?,,#VALUE!," 4,139,000 ",#VALUE!,9.9,161.9,#VALUE!,みやき町,町村,"25,581",16,?,15,"326,000","271,000","253,000",?,?,?,?,?,,#VALUE!," 4,139,000 ",#VALUE!,9.9,161.8
1548,佐賀県,玄海町,佐賀県玄海町,町村,"5,698",10,?,10,"400,000","314,000","290,000",?,?,?,?,?,,#VALUE!," 3,034,000 ",#VALUE!,50.9,532.5,#VALUE!,玄海町,町村,"5,969",12,?,11,"364,000","285,000","263,000",?,?,?,?,?,,#VALUE!," 3,279,000 ",#VALUE!,44.1,549.3
1549,佐賀県,有田町,佐賀県有田町,町村,"20,146",16,?,16,"324,000","269,000","252,000",?,?,?,?,?,,#VALUE!," 4,121,000 ",#VALUE!,12.5,204.6,#VALUE!,有田町,町村,"20,595",16,?,16,"324,000","269,000","252,000",?,?,?,?,?,,#VALUE!," 4,121,000 ",#VALUE!,12.2,200.1
1550,佐賀県,大町町,佐賀県大町町,町村,"6,596",10,?,10,"310,800","258,400","242,300",?,?,?,?,?,,#VALUE!," 2,507,600 ",#VALUE!,36.7,380.2,#VALUE!,大町町,町村,"6,848",10,?,10,"310,800","258,400","242,300",?,?,?,?,?,,#VALUE!," 2,507,600 ",#VALUE!,35.4,366.2
1551,佐賀県,江北町,佐賀県江北町,町村,"9,651",10,?,10,"326,000","271,000","254,000",?,?,?,?,?,,#VALUE!," 2,629,000 ",#VALUE!,26.3,272.4,#VALUE!,江北町,町村,"9,725",10,?,10,"326,000","271,000","254,000",?,?,?,?,?,,#VALUE!," 2,629,000 ",#VALUE!,26.1,270.3
1552,佐賀県,白石町,佐賀県白石町,町村,"23,465",16,?,16,"328,000","274,000","255,000",?,?,?,?,?,,#VALUE!," 4,172,000 ",#VALUE!,10.9,177.8,#VALUE!,白石町,町村,"24,186",18,?,18,"328,000","274,000","255,000",?,?,?,?,?,,#VALUE!," 4,682,000 ",#VALUE!,10.5,193.6
1553,佐賀県,太良町,佐賀県太良町,町村,"8,904",11,?,11,"311,000","258,000","243,000",?,?,?,?,?,,#VALUE!," 2,756,000 ",#VALUE!,27.3,309.5,#VALUE!,太良町,町村,"9,229",11,?,11,"311,000","258,000","243,000",?,?,?,?,?,,#VALUE!," 2,756,000 ",#VALUE!,26.3,298.6
1554,長崎県,長崎市,長崎市,中核市,"421,799",40,2011年4月,38,"737,000","673,000","619,000",0,158,178,335,35,," 10,227,428 "," 24,932,000 "," 411,938,970 ",1.5,59.1,976.6,長崎市,中核市,"432,088",40,2011年4月,40,"737,000","673,000","619,000",0,150,175,325,35,," 10,143,863 "," 24,932,000 "," 166,232,547 ",1.4,57.7
1555,長崎県,佐世保市,佐世保市,中核市,"252,309",33,2015年4月,31,"662,000","602,000","563,000",0,158,178,335,20,," 9,019,260 "," 18,717,000 "," 299,846,340 ",2.2,74.2,"1,188.4",佐世保市,中核市,"256,464",33,2015年4月,32,"662,000","602,000","563,000",0,150,175,325,20,," 8,951,700 "," 18,717,000 "," 142,332,030 ",2.2,73.0
1556,長崎県,島原市,長崎県島原市,一般市,"45,364",19,2015年5月,18,"454,000","380,000","359,000",0,158,178,335,15,," 5,691,048 "," 6,937,000 "," 109,968,793 ",7.9,152.9,"2,424.1",島原市,市区,"46,411",19,2015年5月,19,"454,000","380,000","359,000",0,150,165,315,15,," 5,608,478 "," 6,937,000 "," 87,618,440 ",7.7,149.5
1557,長崎県,諫早市,長崎県諫早市,一般市,"137,383",30,2013年4月,30,"500,000","420,000","405,000",0,168,168,335,15,," 6,420,263 "," 12,260,000 "," 194,351,650 ",2.9,89.2,"1,414.7",諫早市,市区,"139,407",30,2013年4月,29,"500,000","420,000","405,000",0,150,175,325,15,," 6,373,688 "," 12,260,000 "," 100,305,907 ",2.9,87.9
1558,長崎県,大村市,長崎県大村市,一般市,"96,329",25,2007年4月,23,"493,000","419,000","400,000",0,158,178,335,15,," 6,341,000 "," 10,112,000 "," 160,300,480 ",4.2,105.0,"1,664.1",大村市,市区,"95,249",25,2007年4月,24,"493,000","419,000","400,000",0,150,175,325,15,," 6,295,000 "," 10,112,000 "," 99,067,563 ",4.2,106.2
1559,長崎県,平戸市,長崎県平戸市,一般市,"31,530",18,2017年10月,18,"415,000","347,000","326,000",0,158,178,335,15,," 5,167,915 "," 5,978,000 "," 94,766,245 ",10.3,189.6,"3,005.6",平戸市,市区,"32,639",20,2013年11月,20,"415,000","347,000","326,000",0,150,175,325,15,," 5,130,425 "," 6,630,000 "," 80,740,063 ",10.0,203.1
1560,長崎県,松浦市,長崎県松浦市,一般市,"22,986",17,2018年2月,16,"413,000","340,000","322,000",0,158,178,335,15,," 5,104,505 "," 5,583,000 "," 88,504,508 ",14.0,242.9,"3,850.4",松浦市,市区,"23,725",18,2014年2月,18,"413,000","340,000","322,000",0,150,175,325,15,," 5,067,475 "," 5,905,000 "," 79,749,388 ",13.6,248.9
1561,長崎県,対馬市,長崎県対馬市,一般市,"31,010",19,2017年5月,19,"400,000","340,000","320,000",0,158,178,335,20,," 5,126,400 "," 6,180,000 "," 99,003,600 ",10.3,199.3,"3,192.6",対馬市,市区,"31,855",21,2013年5月,20,"360,000","306,000","288,000",0,150,175,325,20,," 4,579,200 "," 6,138,000 "," 72,809,280 ",9.0,192.7
1562,長崎県,壱岐市,長崎県壱岐市,一般市,"26,820",16,2013年8月,15,"380,000","330,000","300,000",0,155.0,180.0,335,15,," 4,755,750 "," 4,910,000 "," 77,835,775 ",11.2,183.1,"2,902.2",壱岐市,市区,"27,571",16,2013年8月,15,"380,000","330,000","300,000",0,147.5,177.5,325,15,," 4,721,250 "," 4,910,000 "," 74,300,672 ",10.9,178.1
1563,長崎県,五島市,長崎県五島市,一般市,"37,088",20,2017年2月,20,"421,000","341,000","325,000",0,158,178,335,15,," 5,152,063 "," 6,612,000 "," 104,816,730 ",8.8,178.3,"2,826.2",五島市,市区,"38,297",22,2009年2月,21,"433,000","351,000","335,000",0,150,175,325,15,," 5,272,063 "," 7,484,000 "," 82,969,084 ",8.7,195.4
1564,長崎県,西海市,長崎県西海市,一般市,"27,982",18,2017年4月,18,"389,000","329,000","310,000",0,160,175,335,20,," 4,966,200 "," 5,678,000 "," 90,961,560 ",11.1,202.9,"3,250.7",西海市,市区,"29,025",20,2013年4月,18,"389,000","329,000","310,000",0,160,175,335,20,," 4,966,200 "," 6,298,000 "," 79,558,524 ",10.7,217.0
1565,長崎県,雲仙市,長崎県雲仙市,一般市,"44,031",19,2017年10月,19,"438,000","368,000","350,000",0,160,170,330,15,," 5,528,250 "," 6,756,000 "," 106,711,020 ",7.9,153.4,"2,423.5",雲仙市,市区,"45,127",21,2013年11月,21,"430,000","361,000","344,000",0,160,170,330,15,," 5,433,480 "," 7,327,000 "," 85,821,817 ",7.6,162.4
1566,長崎県,南島原市,長崎県南島原市,一般市,"46,131",19,2018年6月,19,"435,000","365,000","348,000",0,158,173,330,0,," 5,324,400 "," 6,716,000 "," 102,754,800 ",7.5,145.6,"2,227.5",南島原市,市区,"48,014",21,2014年4月,21,"435,000","365,000","348,000",0,150,165,315,15,," 5,436,630 "," 7,412,000 "," 84,933,752 ",7.2,154.4
1567,長崎県,長与町,長崎県長与町,町村,"41,963",16,?,16,"343,000","285,000","258,000",?,?,?,?,?,,#VALUE!," 4,240,000 ",#VALUE!,6.1,101.0,#VALUE!,長与町,町村,"42,548",16,?,16,"343,000","285,000","258,000",?,?,?,?,?,,#VALUE!," 4,240,000 ",#VALUE!,6.1,99.7
1568,長崎県,時津町,長崎県時津町,町村,"30,122",16,?,16,"334,000","276,000","251,000",?,?,?,?,?,,#VALUE!," 4,124,000 ",#VALUE!,8.3,136.9,#VALUE!,時津町,町村,"30,209",16,?,16,"334,000","276,000","251,000",?,?,?,?,?,,#VALUE!," 4,124,000 ",#VALUE!,8.3,136.5
1569,長崎県,東彼杵町,長崎県東彼杵町,町村,"8,018",11,?,11,"260,000","216,000","202,000",?,?,?,?,?,,#VALUE!," 2,294,000 ",#VALUE!,25.2,286.1,#VALUE!,東彼杵町,町村,"8,306",11,?,11,"260,000","216,000","202,000",?,?,?,?,?,,#VALUE!," 2,294,000 ",#VALUE!,24.3,276.2
1570,長崎県,川棚町,長崎県川棚町,町村,"14,062",14,?,14,"305,000","251,000","228,000",?,?,?,?,?,,#VALUE!," 3,292,000 ",#VALUE!,16.2,234.1,#VALUE!,川棚町,町村,"14,230",14,?,14,"305,000","251,000","228,000",?,?,?,?,?,,#VALUE!," 3,292,000 ",#VALUE!,16.0,231.3
1571,長崎県,波佐見町,長崎県波佐見町,町村,"14,845",14,?,14,"281,000","232,000","215,000",?,?,?,?,?,,#VALUE!," 3,093,000 ",#VALUE!,14.5,208.4,#VALUE!,波佐見町,町村,"15,021",14,?,13,"281,000","232,000","215,000",?,?,?,?,?,,#VALUE!," 3,093,000 ",#VALUE!,14.3,205.9
1572,長崎県,小値賀町,長崎県小値賀町,町村,"2,473",8,?,8,"255,000","198,000","180,000",?,?,?,?,?,,#VALUE!," 1,533,000 ",#VALUE!,72.8,619.9,#VALUE!,小値賀町,町村,"2,595",8,?,8,"255,000","198,000","180,000",?,?,?,?,?,,#VALUE!," 1,533,000 ",#VALUE!,69.4,590.8
1573,長崎県,佐々町,長崎県佐々町,町村,"13,905",10,?,10,"310,000","249,000","226,000",?,?,?,?,?,,#VALUE!," 2,367,000 ",#VALUE!,16.3,170.2,#VALUE!,佐々町,町村,"13,847",10,?,10,"310,000","249,000","226,000",?,?,?,?,?,,#VALUE!," 2,367,000 ",#VALUE!,16.3,170.9
1574,長崎県,新上五島町,長崎県新上五島町,町村,"19,441",16,?,16,"280,000","245,000","230,000",?,?,?,?,?,,#VALUE!," 3,745,000 ",#VALUE!,11.8,192.6,#VALUE!,新上五島町,町村,"20,277",16,?,16,"280,000","245,000","230,000",?,?,?,?,?,,#VALUE!," 3,745,000 ",#VALUE!,11.3,184.7
1575,熊本県,熊本市,熊本市,政令指定都市,"734,059",48,2015年4月,47,"819,000","745,000","675,000",0,158,178,335,20,," 10,813,500 "," 32,614,000 "," 522,476,280 ",0.9,44.4,711.8,熊本市中央区,政令指定都市,"733,779",48,2015年4月,48,"818,000","744,000","674,000",0,150,165,315,20,," 10,635,720 "," 32,566,000 "," 167,831,662 ",0.9,44.4
1576,熊本県,八代市,熊本県八代市,一般市,"128,001",28,2017年9月,28,"506,000","460,000","431,000",0,158,178,335,15,," 6,832,428 "," 12,172,000 "," 192,956,630 ",3.4,95.1,"1,507.5",八代市,市区,"129,922",32,2013年9月,31,"493,000","448,000","420,000",0,150,165,315,15,," 6,561,450 "," 13,541,000 "," 102,506,253 ",3.2,104.2
1577,熊本県,人吉市,熊本県人吉市,一般市,"32,647",18,2011年4月,18,"405,000","370,000","347,000",0,158,178,335,15,," 5,500,818 "," 6,327,000 "," 100,298,768 ",10.6,193.8,"3,072.2",人吉市,市区,"33,598",18,2011年4月,18,"405,000","370,000","347,000",0,150,175,325,15,," 5,460,913 "," 6,327,000 "," 85,941,110 ",10.3,188.3
1578,熊本県,荒尾市,熊本県荒尾市,一般市,"52,822",18,2015年4月,18,"445,000","410,000","384,000",0,158,178,335,15,," 6,087,360 "," 6,999,000 "," 110,951,648 ",7.3,132.5,"2,100.5",荒尾市,市区,"53,959",18,2015年4月,18,"445,000","410,000","384,000",0,155,170,325,15,," 6,043,200 "," 6,999,000 "," 95,104,860 ",7.1,129.7
1579,熊本県,水俣市,熊本県水俣市,一般市,"24,705",16,2011年4月,16,"357,300","328,500","306,900",0,158,178,335,15,," 4,865,132 "," 4,982,400 "," 78,983,496 ",12.4,201.7,"3,197.1",水俣市,市区,"25,493",16,2011年4月,16,"357,300","328,500","306,900",0,150,175,325,15,," 4,829,839 "," 4,982,400 "," 76,009,587 ",12.0,195.4
1580,熊本県,玉名市,熊本県玉名市,一般市,"66,627",22,2017年10月,20,"419,000","383,000","359,000",0,158,178,335,15,," 5,691,048 "," 7,982,000 "," 126,534,655 ",5.4,119.8,"1,899.1",玉名市,市区,"67,605",24,2013年10月,24,"419,000","383,000","359,000",0,150,175,325,15,," 5,649,763 "," 8,700,000 "," 88,913,137 ",5.3,128.7
1581,熊本県,山鹿市,熊本県山鹿市,一般市,"52,239",20,2013年2月,20,"410,000","375,000","353,000",0,158,178,335,15,," 5,595,933 "," 7,139,000 "," 113,170,998 ",6.8,136.7,"2,166.4",山鹿市,市区,"53,645",20,2013年2月,19,"410,000","375,000","353,000",0,150,165,315,15,," 5,514,743 "," 7,139,000 "," 86,154,065 ",6.6,133.1
1582,熊本県,菊池市,熊本県菊池市,一般市,"49,073",20,2014年5月,20,"394,000","358,000","339,000",0,158,173,330,15,," 5,354,505 "," 6,854,000 "," 108,258,930 ",6.9,139.7,"2,206.1",菊池市,市区,"49,706",20,2014年6月,19,"394,000","358,000","339,000",0,150,165,315,15,," 5,296,028 "," 6,854,000 "," 82,737,190 ",6.8,137.9
1583,熊本県,宇土市,熊本県宇土市,一般市,"37,340",18,2006年10月,18,"401,700","367,800","346,900",0,168,168,335,15,," 5,499,232 "," 6,319,900 "," 100,186,215 ",9.3,169.3,"2,683.1",宇土市,市区,"37,628",18,2006年10月,18,"401,700","367,800","346,900",0,150,175,325,15,," 5,459,339 "," 6,319,900 "," 85,916,344 ",9.2,168.0
1584,熊本県,上天草市,熊本県上天草市,一般市,"27,310",16,2017年4月,16,"363,000","333,000","314,000",0,140.0,150.0,290,15,," 4,815,190 "," 5,092,000 "," 78,085,820 ",11.5,186.5,"2,859.2",上天草市,市区,"28,520",18,2013年4月,16,"363,000","333,000","314,000",0,122.5,137.5,260,15,," 4,706,860 "," 5,720,000 "," 70,555,831 ",11.0,200.6
1585,熊本県,宇城市,熊本県宇城市,一般市,"59,470",22,2014年4月,22,"403,000","369,000","348,000",0,122.5,212.5,335,15,," 5,516,670 "," 7,732,000 "," 122,571,530 ",5.9,130.0,"2,061.1",宇城市,市区,"60,290",22,2014年4月,22,"403,000","369,000","348,000",0,122.5,137.5,260,15,," 5,216,520 "," 7,732,000 "," 78,195,635 ",5.8,128.2
1586,熊本県,阿蘇市,熊本県阿蘇市,一般市,"26,434",20,2015年2月,20,"331,000","273,500","248,500",0,158,178,335,15,," 3,939,346 "," 5,077,500 "," 80,491,069 ",9.4,192.1,"3,045.0",阿蘇市,市区,"27,204",20,2015年2月,20,"331,000","273,500","248,500",0,150,165,315,15,," 3,882,191 "," 5,077,500 "," 60,649,533 ",9.1,186.6
1587,熊本県,天草市,熊本県天草市,一般市,"81,177",26,2014年3月,25,"407,000","366,000","348,000",0,158,178,335,15,," 5,516,670 "," 9,125,000 "," 144,654,063 ",4.3,112.4,"1,782.0",天草市,市区,"84,067",26,2014年3月,25,"407,000","366,000","348,000",0,150,165,315,15,," 5,436,630 "," 9,125,000 "," 84,933,752 ",4.1,108.5
1588,熊本県,合志市,熊本県合志市,一般市,"62,215",19,2015年4月,19,"440,000","390,000","370,000",0,122.5,137.5,260,15,," 5,546,300 "," 7,120,000 "," 106,728,800 ",5.9,114.4,"1,715.5",合志市,市区,"60,701",19,2015年4月,19,"440,000","390,000","370,000",0,122.5,137.5,260,15,," 5,546,300 "," 7,120,000 "," 83,139,037 ",6.1,117.3
1589,熊本県,美里町,熊本県美里町,町村,"10,199",12,?,12,"307,200","254,300","238,400",?,?,?,?,?,,#VALUE!," 2,945,500 ",#VALUE!,23.4,288.8,#VALUE!,美里町,町村,"10,692",12,?,12,"307,200","254,300","238,400",?,?,?,?,?,,#VALUE!," 2,945,500 ",#VALUE!,22.3,275.5
1590,熊本県,玉東町,熊本県玉東町,町村,"5,297",10,?,10,"315,000","260,000","236,000",?,?,?,?,?,,#VALUE!," 2,463,000 ",#VALUE!,44.6,465.0,#VALUE!,玉東町,町村,"5,437",10,?,10,"315,000","260,000","236,000",?,?,?,?,?,,#VALUE!," 2,463,000 ",#VALUE!,43.4,453.0
1591,熊本県,南関町,熊本県南関町,町村,"9,861",12,?,12,"333,000","275,000","250,000",?,?,?,?,?,,#VALUE!," 3,108,000 ",#VALUE!,25.4,315.2,#VALUE!,南関町,町村,"10,186",12,?,12,"333,000","275,000","250,000",?,?,?,?,?,,#VALUE!," 3,108,000 ",#VALUE!,24.5,305.1
1592,熊本県,長洲町,熊本県長洲町,町村,"16,053",14,?,14,"334,000","276,000","251,000",?,?,?,?,?,,#VALUE!," 3,622,000 ",#VALUE!,15.6,225.6,#VALUE!,長洲町,町村,"16,374",14,?,14,"334,000","276,000","251,000",?,?,?,?,?,,#VALUE!," 3,622,000 ",#VALUE!,15.3,221.2
1593,熊本県,和水町,熊本県和水町,町村,"10,181",12,?,12,"326,000","269,000","245,000",?,?,?,?,?,,#VALUE!," 3,045,000 ",#VALUE!,24.1,299.1,#VALUE!,和水町,町村,"10,612",14,?,14,"326,000","269,000","245,000",?,?,?,?,?,,#VALUE!," 3,535,000 ",#VALUE!,23.1,333.1
1594,熊本県,大津町,熊本県大津町,町村,"34,543",16,?,16,"332,000","273,900","249,000",?,?,?,?,?,,#VALUE!," 4,091,900 ",#VALUE!,7.2,118.5,#VALUE!,大津町,町村,"34,197",16,?,15,"332,000","273,900","249,000",?,?,?,?,?,,#VALUE!," 4,091,900 ",#VALUE!,7.3,119.7
1595,熊本県,菊陽町,熊本県菊陽町,町村,"41,574",18,?,17,"332,000","273,900","249,000",?,?,?,?,?,,#VALUE!," 4,589,900 ",#VALUE!,6.0,110.4,#VALUE!,菊陽町,町村,"40,683",18,?,18,"332,000","273,900","249,000",?,?,?,?,?,,#VALUE!," 4,589,900 ",#VALUE!,6.1,112.8
1596,熊本県,南小国町,熊本県南小国町,町村,"4,088",10,?,10,"264,000","217,000","198,000",?,?,?,?,?,,#VALUE!," 2,065,000 ",#VALUE!,48.4,505.1,#VALUE!,南小国町,町村,"4,212",10,?,10,"264,000","217,000","198,000",?,?,?,?,?,,#VALUE!," 2,065,000 ",#VALUE!,47.0,490.3
1597,熊本県,小国町,熊本県小国町,町村,"7,186",12,?,12,"309,000","254,000","234,000",?,?,?,?,?,,#VALUE!," 2,903,000 ",#VALUE!,32.6,404.0,#VALUE!,小国町,町村,"7,419",12,?,12,"309,000","254,000","234,000",?,?,?,?,?,,#VALUE!," 2,903,000 ",#VALUE!,31.5,391.3
1598,熊本県,産山村,熊本県産山村,町村,"1,523",8,?,8,"260,000","213,000","194,000",?,?,?,?,?,,#VALUE!," 1,637,000 ",#VALUE!,127.4,"1,074.9",#VALUE!,産山村,町村,"1,572",8,?,8,"260,000","213,000","194,000",?,?,?,?,?,,#VALUE!," 1,637,000 ",#VALUE!,123.4,"1,041.3"
1599,熊本県,高森町,熊本県高森町,町村,"6,502",10,?,9,"296,700","244,800","222,500",?,?,?,?,?,,#VALUE!," 2,321,500 ",#VALUE!,34.2,357.0,#VALUE!,高森町,町村,"2,881",10,?,9,"290,500","239,600","217,800",?,?,?,?,?,,#VALUE!," 2,272,500 ",#VALUE!,75.6,788.8
1600,熊本県,西原村,熊本県西原村,町村,"6,710",10,?,10,"303,000","250,000","228,000",?,?,?,?,?,,#VALUE!," 2,377,000 ",#VALUE!,34.0,354.2,#VALUE!,西原村,町村,"6,916",11,?,10,"303,000","250,000","228,000",?,?,?,?,?,,#VALUE!," 2,605,000 ",#VALUE!,33.0,376.7
1601,熊本県,南阿蘇村,熊本県南阿蘇村,町村,"10,685",14,?,13,"310,000","256,000","233,000",?,?,?,?,?,,#VALUE!," 3,362,000 ",#VALUE!,21.8,314.6,#VALUE!,南阿蘇村,町村,"11,512",14,?,14,"310,000","256,000","233,000",?,?,?,?,?,,#VALUE!," 3,362,000 ",#VALUE!,20.2,292.0
1602,熊本県,御船町,熊本県御船町,町村,"17,100",14,?,14,"317,400","262,000","237,700",?,?,?,?,?,,#VALUE!," 3,431,800 ",#VALUE!,13.9,200.7,#VALUE!,御船町,町村,"17,465",14,?,14,"317,400","262,000","237,700",?,?,?,?,?,,#VALUE!," 3,431,800 ",#VALUE!,13.6,196.5
1603,熊本県,嘉島町,熊本県嘉島町,町村,"9,331",11,?,11,"296,800","244,900","222,600",?,?,?,?,?,,#VALUE!," 2,545,100 ",#VALUE!,23.9,272.8,#VALUE!,嘉島町,町村,"9,160",11,?,11,"296,800","244,900","222,600",?,?,?,?,?,,#VALUE!," 2,545,100 ",#VALUE!,24.3,277.8
1604,熊本県,益城町,熊本県益城町,町村,"32,947",18,?,17,"332,100","274,000","249,100",?,?,?,?,?,,#VALUE!," 4,591,700 ",#VALUE!,7.6,139.4,#VALUE!,益城町,町村,"33,671",18,?,18,"332,100","274,000","249,100",?,?,?,?,?,,#VALUE!," 4,591,700 ",#VALUE!,7.4,136.4
