ID,都道府県,市区町村,市区町村名,種別,人口,議員定数,定数条例等の適用年月,議員実数,議長報酬月額,副議長報酬月額,議員報酬月額,期末手当支給率3月,期末手当支給率6月,期末手当支給率12月,期末手当支給率合計,期末手当加算率,備考,議員報酬年額試算,定数分報酬月額,定数分報酬年額試算,人口あたり報酬月額,人口あたり定数分報酬月額,人口あたり定数分報酬年額,市区町村2016,種別2016,人口2016,議員定数2016,定数条例等の適用年月2016,議員実数2016,議長報酬月額2016,副議長報酬月額2016,議員報酬月額2016,期末手当支給率3月2016,期末手当支給率6月2016,期末手当支給率12月2016,期末手当支給率合計2016,期末手当加算率2016,備考2016,議員報酬年額試算2016,定数分報酬月額2016,定数分報酬年額試算2016,人口あたり報酬月額2016,人口あたり定数分報酬月額2016
270,宮城県,東松島市,宮城県東松島市,一般市,"40,116",18,2013年4月,17,"422,000","372,000","348,000",0,158,178,335,15,," 5,516,670 "," 6,362,000 "," 100,853,605 ",8.7,158.6,"2,514.0",東松島市,市区,"40,268",18,2013年4月,18,"422,000","372,000","348,000",0,150,175,325,0,," 5,307,000 "," 6,362,000 "," 80,931,750 ",8.6,158.0
271,宮城県,大崎市,宮城県大崎市,一般市,"130,955",30,2014年4月,30,"529,000","458,000","428,000",0,158,178,335,0,," 6,569,800 "," 12,971,000 "," 199,104,850 ",3.3,99.0,"1,520.4",大崎市,市区,"133,226",30,2014年4月,30,"529,000","458,000","428,000",0,155,170,325,0,," 6,527,000 "," 12,971,000 "," 99,536,750 ",3.2,97.4
272,宮城県,蔵王町,宮城県蔵王町,町村,"12,207",15,?,15,"305,000","257,000","247,000",?,?,?,?,?,,#VALUE!," 3,773,000 ",#VALUE!,20.2,309.1,#VALUE!,蔵王町,町村,"12,527",15,?,15,"305,000","257,000","247,000",?,?,?,?,?,,#VALUE!," 3,773,000 ",#VALUE!,19.7,301.2
273,宮城県,七ヶ宿町,宮城県七ヶ宿町,町村,"1,383",9,?,9,"260,000","219,000","212,000",?,?,?,?,?,,#VALUE!," 1,963,000 ",#VALUE!,153.3,"1,419.4",#VALUE!,七ヶ宿町,町村,"1,522",9,?,9,"260,000","219,000","212,000",?,?,?,?,?,,#VALUE!," 1,963,000 ",#VALUE!,139.3,"1,289.8"
274,宮城県,大河原町,宮城県大河原町,町村,"23,597",15,?,15,"313,000","263,000","252,000",?,?,?,?,?,,#VALUE!," 3,852,000 ",#VALUE!,10.7,163.2,#VALUE!,大河原町,町村,"23,678",15,?,15,"313,000","263,000","252,000",?,?,?,?,?,,#VALUE!," 3,852,000 ",#VALUE!,10.6,162.7
275,宮城県,村田町,宮城県村田町,町村,"11,195",14,?,14,"305,000","257,000","247,000",?,?,?,?,?,,#VALUE!," 3,526,000 ",#VALUE!,22.1,315.0,#VALUE!,村田町,町村,"11,450",14,?,14,"305,000","257,000","247,000",?,?,?,?,?,,#VALUE!," 3,526,000 ",#VALUE!,21.6,307.9
276,宮城県,柴田町,宮城県柴田町,町村,"38,000",18,?,18,"387,000","329,000","313,000",?,?,?,?,?,,#VALUE!," 5,724,000 ",#VALUE!,8.2,150.6,#VALUE!,柴田町,町村,"38,416",18,?,17,"387,000","329,000","313,000",?,?,?,?,?,,#VALUE!," 5,724,000 ",#VALUE!,8.1,149.0
277,宮城県,川崎町,宮城県川崎町,町村,"8,849",14,?,14,"305,000","257,000","247,000",?,?,?,?,?,,#VALUE!," 3,526,000 ",#VALUE!,27.9,398.5,#VALUE!,川崎町,町村,"9,147",14,?,14,"305,000","257,000","247,000",?,?,?,?,?,,#VALUE!," 3,526,000 ",#VALUE!,27.0,385.5
278,宮城県,丸森町,宮城県丸森町,町村,"13,762",14,?,14,"321,000","269,000","258,000",?,?,?,?,?,,#VALUE!," 3,686,000 ",#VALUE!,18.7,267.8,#VALUE!,丸森町,町村,"14,373",14,?,14,"321,000","269,000","258,000",?,?,?,?,?,,#VALUE!," 3,686,000 ",#VALUE!,18.0,256.5
279,宮城県,亘理町,宮城県亘理町,町村,"33,659",18,?,18,"323,000","268,000","256,000",?,?,?,?,?,,#VALUE!," 4,687,000 ",#VALUE!,7.6,139.2,#VALUE!,亘理町,町村,"34,105",18,?,18,"323,000","268,000","256,000",?,?,?,?,?,,#VALUE!," 4,687,000 ",#VALUE!,7.5,137.4
280,宮城県,山元町,宮城県山元町,町村,"12,339",13,?,13,"311,000","261,000","251,000",?,?,?,?,?,,#VALUE!," 3,333,000 ",#VALUE!,20.3,270.1,#VALUE!,山元町,町村,"12,532",13,?,13,"311,000","261,000","251,000",?,?,?,?,?,,#VALUE!," 3,333,000 ",#VALUE!,20.0,266.0
281,宮城県,松島町,宮城県松島町,町村,"14,217",14,?,14,"321,000","275,000","254,000",?,?,?,?,?,,#VALUE!," 3,644,000 ",#VALUE!,17.9,256.3,#VALUE!,松島町,町村,"14,775",14,?,13,"297,000","251,000","230,000",?,?,?,?,?,,#VALUE!," 3,308,000 ",#VALUE!,15.6,223.9
282,宮城県,七ヶ浜町,宮城県七ヶ浜町,町村,"18,909",14,?,14,"302,000","249,000","235,000",?,?,?,?,?,,#VALUE!," 3,371,000 ",#VALUE!,12.4,178.3,#VALUE!,七ヶ浜町,町村,"19,219",14,?,14,"302,000","249,000","235,000",?,?,?,?,?,,#VALUE!," 3,371,000 ",#VALUE!,12.2,175.4
283,宮城県,利府町,宮城県利府町,町村,"36,155",18,?,18,"298,000","243,000","229,000",?,?,?,?,?,,#VALUE!," 4,205,000 ",#VALUE!,6.3,116.3,#VALUE!,利府町,町村,"36,243",18,?,17,"298,000","243,000","229,000",?,?,?,?,?,,#VALUE!," 4,205,000 ",#VALUE!,6.3,116.0
284,宮城県,大和町,宮城県大和町,町村,"28,543",18,?,18,"309,000","255,000","240,000",?,?,?,?,?,,#VALUE!," 4,404,000 ",#VALUE!,8.4,154.3,#VALUE!,大和町,町村,"28,460",18,?,18,"309,000","255,000","240,000",?,?,?,?,?,,#VALUE!," 4,404,000 ",#VALUE!,8.4,154.7
285,宮城県,大郷町,宮城県大郷町,町村,"8,173",14,?,14,"294,000","241,000","226,000",?,?,?,?,?,,#VALUE!," 3,247,000 ",#VALUE!,27.7,397.3,#VALUE!,大郷町,町村,"8,419",14,?,14,"294,000","241,000","226,000",?,?,?,?,?,,#VALUE!," 3,247,000 ",#VALUE!,26.8,385.7
286,宮城県,富谷市,宮城県富谷市,一般市,"52,569",20,1979年4月,20,"357,000","295,000","278,000",0,155,175,330,15,," 4,391,010 "," 5,656,000 "," 89,336,520 ",5.3,107.6,"1,699.4",富谷町,市区,"52,528",20,1979年4月,20,"357,000","295,000","278,000",0,155,170,325,15,平成28年10月10日より富谷市," 4,375,025 "," 5,656,000 "," 68,851,956 ",5.3,107.7
287,宮城県,大衡村,宮城県大衡村,町村,"5,861",14,?,12,"267,000","217,000","204,000",?,?,?,?,?,,#VALUE!," 2,932,000 ",#VALUE!,34.8,500.3,#VALUE!,大衡村,町村,"5,865",14,?,14,"267,000","217,000","204,000",?,?,?,?,?,,#VALUE!," 2,932,000 ",#VALUE!,34.8,499.9
288,宮城県,色麻町,宮城県色麻町,町村,"6,919",16,?,15,"323,000","245,000","229,000",?,?,?,?,?,,#VALUE!," 3,774,000 ",#VALUE!,33.1,545.5,#VALUE!,色麻町,町村,"7,194",16,?,16,"323,000","245,000","229,000",?,?,?,?,?,,#VALUE!," 3,774,000 ",#VALUE!,31.8,524.6
289,宮城県,加美町,宮城県加美町,町村,"23,602",18,?,18,"331,000","266,000","246,000",?,?,?,?,?,,#VALUE!," 4,533,000 ",#VALUE!,10.4,192.1,#VALUE!,加美町,町村,"24,335",20,?,19,"325,000","247,000","230,000",?,?,?,?,?,,#VALUE!," 4,712,000 ",#VALUE!,9.5,193.6
290,宮城県,涌谷町,宮城県涌谷町,町村,"16,418",13,?,13,"325,000","254,000","237,000",?,?,?,?,?,,#VALUE!," 3,186,000 ",#VALUE!,14.4,194.1,#VALUE!,涌谷町,町村,"16,879",13,?,13,"325,000","254,000","237,000",?,?,?,?,?,,#VALUE!," 3,186,000 ",#VALUE!,14.0,188.8
291,宮城県,美里町,宮城県美里町,町村,"24,658",16,?,16,"325,000","247,000","230,000",?,?,?,?,?,,#VALUE!," 3,792,000 ",#VALUE!,9.3,153.8,#VALUE!,美里町,町村,"25,069",16,?,15,"325,000","247,000","230,000",?,?,?,?,?,,#VALUE!," 3,792,000 ",#VALUE!,9.2,151.3
292,宮城県,女川町,宮城県女川町,町村,"6,550",12,?,12,"339,000","289,000","274,000",?,?,?,?,?,,#VALUE!," 3,368,000 ",#VALUE!,41.8,514.2,#VALUE!,女川町,町村,"6,811",12,?,12,"339,000","289,000","274,000",?,?,?,?,?,,#VALUE!," 3,368,000 ",#VALUE!,40.2,494.5
293,宮城県,南三陸町,宮城県南三陸町,町村,"13,081",16,?,16,"300,000","248,000","230,000",?,?,?,?,?,,#VALUE!," 3,768,000 ",#VALUE!,17.6,288.1,#VALUE!,南三陸町,町村,"13,669",16,?,16,"300,000","248,000","230,000",?,?,?,?,?,,#VALUE!," 3,768,000 ",#VALUE!,16.8,275.7
294,秋田県,秋田市,秋田市,中核市,"309,654",39,2011年4月,39,"704,000","655,000","625,000",0,152.5,165,317.5,20,," 9,881,250 "," 24,484,000 "," 387,092,040 ",2.0,79.1,"1,250.1",秋田市,中核市,"314,869",39,2011年4月,39,"704,000","655,000","625,000",0,147.5,155,302.5,20,," 9,768,750 "," 24,484,000 "," 152,685,563 ",2.0,77.8
295,秋田県,能代市,秋田県能代市,一般市,"53,261",20,2018年4月,20,"417,000","371,000","354,000",0,143,168,310,20,," 5,564,880 "," 7,160,000 "," 112,555,200 ",6.6,134.4,"2,113.3",能代市,市区,"55,248",22,2014年4月,22,"417,000","371,000","354,000",0,140,155,295,20,," 5,501,160 "," 7,868,000 "," 85,488,026 ",6.4,142.4
296,秋田県,横手市,秋田県横手市,一般市,"90,324",26,2013年10月,25,"456,000","411,000","384,000",0,160,160.0,320.0,15,," 6,021,120 "," 10,083,000 "," 158,101,440 ",4.3,111.6,"1,750.4",横手市,市区,"93,243",26,2013年10月,24,"456,000","411,000","384,000",0,150,152.5,302.5,15,," 5,943,840 "," 10,083,000 "," 92,003,213 ",4.1,108.1
297,秋田県,大館市,秋田県大館市,一般市,"72,623",28,2011年4月,28,"412,000","375,000","357,000",0,142.5,170,312.5,20,," 5,622,750 "," 10,069,000 "," 158,586,750 ",4.9,138.6,"2,183.7",大館市,市区,"74,705",28,2011年4月,28,"412,000","375,000","357,000",0,142.5,160,302.5,20,," 5,579,910 "," 10,069,000 "," 87,213,993 ",4.8,134.8
298,秋田県,男鹿市,秋田県男鹿市,一般市,"27,625",18,2018年4月,18,"402,000","360,000","344,000",0,142.5,162.5,305,15,," 5,334,580 "," 6,266,000 "," 97,169,995 ",12.5,226.8,"3,517.5",男鹿市,市区,"29,042",20,2010年4月,20,"402,000","360,000","344,000",0,142.5,152.5,295,15,," 5,295,020 "," 6,954,000 "," 81,503,595 ",11.8,239.4
299,秋田県,湯沢市,秋田県湯沢市,一般市,"45,349",18,2017年10月,18,"411,000","367,000","351,000",0,155,165,320,15,," 5,503,680 "," 6,394,000 "," 100,257,920 ",7.7,141.0,"2,210.8",湯沢市,市区,"47,092",22,2013年10月,20,"411,000","367,000","351,000",0,150,155,305,15,," 5,443,133 "," 7,798,000 "," 84,409,377 ",7.5,165.6
300,秋田県,鹿角市,秋田県鹿角市,一般市,"31,026",18,2017年3月,18,"401,000","362,000","342,000",0,163,163,325,15,," 5,382,225 "," 6,235,000 "," 98,123,313 ",11.0,201.0,"3,162.6",鹿角市,市区,"32,199",20,2009年3月,19,"401,000","362,000","342,000",0,150,160,310,15,," 5,323,230 "," 6,919,000 "," 82,856,075 ",10.6,214.9
301,秋田県,由利本荘市,秋田県由利本荘市,一般市,"77,307",26,2013年10月,25,"427,000","377,000","359,000",0,155.0,165.0,320,15,," 5,629,120 "," 9,420,000 "," 147,705,600 ",4.6,121.9,"1,910.6",由利本荘市,市区,"79,657",26,2013年10月,25,"427,000","377,000","359,000",0,152.5,152.5,305,15,," 5,567,193 "," 9,420,000 "," 86,333,238 ",4.5,118.3
302,秋田県,潟上市,秋田県潟上市,一般市,"32,956",18,2018年2月,18,"420,000","380,000","360,000",0,155,165,320,15,," 5,644,800 "," 6,560,000 "," 102,860,800 ",10.9,199.1,"3,121.2",潟上市,市区,"33,484",20,2010年2月,19,"420,000","380,000","360,000",0,150,155,305,15,," 5,582,700 "," 7,280,000 "," 86,573,720 ",10.8,217.4
303,秋田県,大仙市,秋田県大仙市,一般市,"81,734",28,2013年9月,28,"510,000","466,000","432,000",0,158,178,335,15,," 6,848,280 "," 12,208,000 "," 193,527,320 ",5.3,149.4,"2,367.8",大仙市,市区,"84,119",28,2013年9月,27,"510,000","466,000","432,000",0,150,175,325,15,," 6,798,600 "," 12,208,000 "," 106,992,968 ",5.1,145.1
304,秋田県,北秋田市,秋田県北秋田市,一般市,"32,216",20,2014年4月,20,"356,000","320,000","302,000",0,147.5,170,317.5,15,," 4,726,678 "," 6,112,000 "," 95,660,440 ",9.4,189.7,"2,969.3",北秋田市,市区,"33,505",20,2014年4月,20,"356,000","320,000","302,000",0,142.5,160,302.5,15,," 4,674,583 "," 6,112,000 "," 72,356,694 ",9.0,182.4
305,秋田県,にかほ市,秋田県にかほ市,一般市,"24,707",18,2018年4月,18,"304,000","264,000","250,000",0,155,165,320,15,," 3,920,000 "," 4,568,000 "," 71,626,240 ",10.1,184.9,"2,899.0",にかほ市,市区,"25,554",20,2010年4月,19,"304,000","264,000","250,000",0,150,155,305,15,," 3,876,875 "," 5,068,000 "," 60,120,639 ",9.8,198.3
306,秋田県,仙北市,秋田県仙北市,一般市,"26,422",18,2018年4月,18,"375,000","328,000","312,000",0,150,160,310,15,," 4,856,280 "," 5,695,000 "," 88,642,675 ",11.8,215.5,"3,354.9",仙北市,市区,"27,532",19,2014年4月,19,"375,000","328,000","312,000",0,145,150,295,15,," 4,802,460 "," 6,007,000 "," 73,921,866 ",11.3,218.2
307,秋田県,小坂町,秋田県小坂町,町村,"5,185",12,?,12,"253,000","229,000","222,000",?,?,?,?,?,,#VALUE!," 2,702,000 ",#VALUE!,42.8,521.1,#VALUE!,小坂町,町村,"5,420",12,?,12,"253,000","229,000","222,000",?,?,?,?,?,,#VALUE!," 2,702,000 ",#VALUE!,41.0,498.5
308,秋田県,上小阿仁村,秋田県上小阿仁村,町村,"2,345",8,?,8,"252,000","225,000","214,000",?,?,?,?,?,,#VALUE!," 1,761,000 ",#VALUE!,91.3,751.0,#VALUE!,上小阿仁村,町村,"2,468",8,?,8,"252,000","225,000","214,000",?,?,?,?,?,,#VALUE!," 1,761,000 ",#VALUE!,86.7,713.5
309,秋田県,藤里町,秋田県藤里町,町村,"3,315",10,?,10,"279,000","242,000","233,000",?,?,?,?,?,,#VALUE!," 2,385,000 ",#VALUE!,70.3,719.5,#VALUE!,藤里町,町村,"3,524",10,?,10,"279,000","242,000","233,000",?,?,?,?,?,,#VALUE!," 2,385,000 ",#VALUE!,66.1,676.8
310,秋田県,三種町,秋田県三種町,町村,"16,879",16,?,16,"288,000","255,000","241,000",?,?,?,?,?,,#VALUE!," 3,917,000 ",#VALUE!,14.3,232.1,#VALUE!,三種町,町村,"17,557",18,?,18,"288,000","255,000","241,000",?,?,?,?,?,,#VALUE!," 4,399,000 ",#VALUE!,13.7,250.6
311,秋田県,八峰町,秋田県八峰町,町村,"7,253",12,?,9,"276,000","242,000","233,000",?,?,?,?,?,,#VALUE!," 2,848,000 ",#VALUE!,32.1,392.7,#VALUE!,八峰町,町村,"7,596",12,?,12,"276,000","242,000","233,000",?,?,?,?,?,,#VALUE!," 2,848,000 ",#VALUE!,30.7,374.9
312,秋田県,五城目町,秋田県五城目町,町村,"9,399",14,?,14,"280,000","245,000","235,000",?,?,?,?,?,,#VALUE!," 3,345,000 ",#VALUE!,25.0,355.9,#VALUE!,五城目町,町村,"9,871",14,?,14,"280,000","245,000","235,000",?,?,?,?,?,,#VALUE!," 3,345,000 ",#VALUE!,23.8,338.9
313,秋田県,八郎潟町,秋田県八郎潟町,町村,"5,946",12,?,12,"210,000","194,000","186,000",?,?,?,?,?,,#VALUE!," 2,264,000 ",#VALUE!,31.3,380.8,#VALUE!,八郎潟町,町村,"6,148",12,?,12,"210,000","194,000","186,000",?,?,?,?,?,,#VALUE!," 2,264,000 ",#VALUE!,30.3,368.2
314,秋田県,井川町,秋田県井川町,町村,"4,811",12,?,11,"252,000","225,000","212,000",?,?,?,?,?,,#VALUE!," 2,597,000 ",#VALUE!,44.1,539.8,#VALUE!,井川町,町村,"5,003",12,?,12,"252,000","225,000","212,000",?,?,?,?,?,,#VALUE!," 2,597,000 ",#VALUE!,42.4,519.1
315,秋田県,大潟村,秋田県大潟村,町村,"3,197",12,?,12,"255,000","212,000","199,000",?,?,?,?,?,,#VALUE!," 2,457,000 ",#VALUE!,62.2,768.5,#VALUE!,大潟村,町村,"3,225",12,?,12,"237,000","212,000","199,000",?,?,?,?,?,,#VALUE!," 2,439,000 ",#VALUE!,61.7,756.3
316,秋田県,美郷町,秋田県美郷町,町村,"19,818",16,?,16,"288,000","264,000","255,000",?,?,?,?,?,,#VALUE!," 4,122,000 ",#VALUE!,12.9,208.0,#VALUE!,美郷町,町村,"20,418",18,?,18,"288,000","264,000","255,000",?,?,?,?,?,,#VALUE!," 4,632,000 ",#VALUE!,12.5,226.9
317,秋田県,羽後町,秋田県羽後町,町村,"15,079",16,?,16,"288,000","267,000","253,000",?,?,?,?,?,,#VALUE!," 4,097,000 ",#VALUE!,16.8,271.7,#VALUE!,羽後町,町村,"15,794",16,?,16,"288,000","267,000","253,000",?,?,?,?,?,,#VALUE!," 4,097,000 ",#VALUE!,16.0,259.4
318,秋田県,東成瀬村,秋田県東成瀬村,町村,"2,587",10,?,8,"255,000","221,000","211,000",?,?,?,?,?,,#VALUE!," 2,164,000 ",#VALUE!,81.6,836.5,#VALUE!,東成瀬村,町村,"2,645",10,?,10,"255,000","221,000","211,000",?,?,?,?,?,,#VALUE!," 2,164,000 ",#VALUE!,79.8,818.1
319,山形県,山形市,山形市,中核市,"246,904",33,2015年4月,33,"740,000","690,000","640,000",0,165.0,165.0,330,45,," 10,742,400 "," 21,270,000 "," 357,016,950 ",2.6,86.1,"1,446.0",山形市,市区,"249,133",33,2015年4月,33,"740,000","690,000","640,000",0,147.5,172.5,320,45,," 10,649,600 "," 21,270,000 "," 177,209,344 ",2.6,85.4
320,山形県,米沢市,山形県米沢市,一般市,"80,927",24,2007年4月,24,"520,000","475,000","445,000",0,155.0,170.0,325,40,," 7,364,750 "," 10,785,000 "," 178,491,750 ",5.5,133.3,"2,205.6",米沢市,市区,"82,843",24,2007年4月,24,"478,400","437,000","409,400",0,137.5,147.5,285,40,," 6,546,306 "," 9,922,200 "," 104,675,433 ",4.9,119.8
321,山形県,鶴岡市,山形県鶴岡市,一般市,"127,168",32,2013年10月,32,"510,000","470,000","445,000",0,155,170,325,40,," 7,364,750 "," 14,330,000 "," 237,161,500 ",3.5,112.7,"1,864.9",鶴岡市,市区,"130,108",32,2013年10月,30,"510,000","470,000","445,000",0,150,165,315,40,," 7,302,450 "," 14,330,000 "," 119,833,205 ",3.4,110.1
322,山形県,酒田市,山形県酒田市,一般市,"102,789",28,2013年11月,28,"535,000","480,000","450,000",0,142.5,152.5,295,40,," 7,258,500 "," 12,715,000 "," 205,092,950 ",4.4,123.7,"1,995.3",酒田市,市区,"105,468",28,2013年11月,28,"535,000","480,000","450,000",0,137.5,157.5,295,40,," 7,258,500 "," 12,715,000 "," 117,079,605 ",4.3,120.6
323,山形県,新庄市,山形県新庄市,一般市,"35,849",18,2011年4月,18,"448,000","395,000","370,000",0,155,170,325,40,," 6,123,500 "," 6,763,000 "," 111,927,650 ",10.3,188.7,"3,122.2",新庄市,市区,"36,764",18,2011年4月,18,"448,000","395,000","370,000",0,145,165,310,40,," 6,045,800 "," 6,763,000 "," 98,788,372 ",10.1,184.0
324,山形県,寒河江市,山形県寒河江市,一般市,"41,221",16,2015年4月,16,"435,000","385,000","360,000",0,155,170,325,40,," 5,958,000 "," 5,860,000 "," 96,983,000 ",8.7,142.2,"2,352.8",寒河江市,市区,"41,661",16,2015年4月,16,"435,000","385,000","360,000",0,150,165,315,40,," 5,907,600 "," 5,860,000 "," 96,943,716 ",8.6,140.7
325,山形県,上山市,山形県上山市,一般市,"30,458",15,2007年4月,15,"435,000","385,000","360,000",0,155,170,325,40,," 5,958,000 "," 5,500,000 "," 91,025,000 ",11.8,180.6,"2,988.5",上山市,市区,"31,382",15,2007年4月,15,"435,000","385,000","360,000",0,150,165,315,40,," 5,907,600 "," 5,500,000 "," 96,943,716 ",11.5,175.3
326,山形県,村山市,山形県村山市,一般市,"24,261",16,2015年10月,16,"435,000","385,000","360,000",0,162.5,162.5,325,40,," 5,958,000 "," 5,860,000 "," 96,983,000 ",14.8,241.5,"3,997.5",村山市,市区,"25,136",16,2015年10月,15,"435,000","385,000","360,000",0,142.5,157.5,300,40,," 5,832,000 "," 5,860,000 "," 94,478,400 ",14.3,233.1
327,山形県,長井市,山形県長井市,一般市,"26,976",16,2011年4月,16,"435,000","385,000","360,000",0,158,173,330,40,," 5,983,200 "," 5,860,000 "," 97,393,200 ",13.3,217.2,"3,610.4",長井市,市区,"27,554",16,2011年4月,16,"435,000","385,000","360,000",0,150,160,310,40,," 5,882,400 "," 5,860,000 "," 96,118,416 ",13.1,212.7
328,山形県,天童市,山形県天童市,一般市,"62,073",22,2007年9月,22,"470,000","418,000","393,000",0,155.0,165.0,320,40,," 6,476,640 "," 8,748,000 "," 144,167,040 ",6.3,140.9,"2,322.5",天童市,市区,"62,164",22,2007年9月,22,"470,000","418,000","393,000",0,152.5,162.5,315,40,," 6,449,130 "," 8,748,000 "," 105,830,223 ",6.3,140.7
329,山形県,東根市,山形県東根市,一般市,"47,806",18,2007年7月,17,"435,000","385,000","360,000",0,155.0,170.0,325,40,," 5,958,000 "," 6,580,000 "," 108,899,000 ",7.5,137.6,"2,277.9",東根市,市区,"47,728",18,2007年7月,18,"435,000","385,000","360,000",0,152.5,162.5,315,40,," 5,907,600 "," 6,580,000 "," 96,943,716 ",7.5,137.9
330,山形県,尾花沢市,山形県尾花沢市,一般市,"16,301",16,2007年7月,16,"420,000","375,000","350,000",0,155.0,170.0,325,40,," 5,792,500 "," 5,695,000 "," 94,252,250 ",21.5,349.4,"5,782.0",尾花沢市,市区,"17,009",16,2007年7月,15,"420,000","375,000","350,000",0,152.5,162.5,315,40,," 5,743,500 "," 5,695,000 "," 94,250,835 ",20.6,334.8
331,山形県,南陽市,山形県南陽市,一般市,"31,539",17,2012年3月,16,"435,000","385,000","360,000",0,162.5,162.5,325,40,," 5,958,000 "," 6,220,000 "," 102,941,000 ",11.4,197.2,"3,263.9",南陽市,市区,"32,183",17,2012年3月,17,"435,000","385,000","360,000",0,152.5,162.5,315,40,," 5,907,600 "," 6,220,000 "," 96,943,716 ",11.2,193.3
332,山形県,山辺町,山形県山辺町,町村,"14,468",12,?,11,"310,000","255,000","240,000",?,?,?,?,?,,#VALUE!," 2,965,000 ",#VALUE!,16.6,204.9,#VALUE!,山辺町,町村,"14,656",12,?,12,"310,000","255,000","240,000",?,?,?,?,?,,#VALUE!," 2,965,000 ",#VALUE!,16.4,202.3
333,山形県,中山町,山形県中山町,町村,"11,325",10,?,10,"310,000","255,000","240,000",?,?,?,?,?,,#VALUE!," 2,485,000 ",#VALUE!,21.2,219.4,#VALUE!,中山町,町村,"11,658",10,?,10,"310,000","255,000","240,000",?,?,?,?,?,,#VALUE!," 2,485,000 ",#VALUE!,20.6,213.2
334,山形県,河北町,山形県河北町,町村,"18,800",14,?,14,"330,000","275,000","260,000",?,?,?,?,?,,#VALUE!," 3,725,000 ",#VALUE!,13.8,198.1,#VALUE!,河北町,町村,"19,324",14,?,14,"330,000","275,000","260,000",?,?,?,?,?,,#VALUE!," 3,725,000 ",#VALUE!,13.5,192.8
335,山形県,西川町,山形県西川町,町村,"5,446",10,?,10,"310,000","250,000","235,000",?,?,?,?,?,,#VALUE!," 2,440,000 ",#VALUE!,43.2,448.0,#VALUE!,西川町,町村,"5,785",10,?,10,"310,000","250,000","235,000",?,?,?,?,?,,#VALUE!," 2,440,000 ",#VALUE!,40.6,421.8
336,山形県,朝日町,山形県朝日町,町村,"6,942",12,?,11,"310,000","250,000","235,000",?,?,?,?,?,,#VALUE!," 2,910,000 ",#VALUE!,33.9,419.2,#VALUE!,朝日町,町村,"7,298",12,?,11,"310,000","250,000","235,000",?,?,?,?,?,,#VALUE!," 2,910,000 ",#VALUE!,32.2,398.7
337,山形県,大江町,山形県大江町,町村,"8,284",11,?,10,"320,000","270,000","255,000",?,?,?,?,?,,#VALUE!," 2,885,000 ",#VALUE!,30.8,348.3,#VALUE!,大江町,町村,"8,643",11,?,11,"320,000","270,000","255,000",?,?,?,?,?,,#VALUE!," 2,885,000 ",#VALUE!,29.5,333.8
338,山形県,大石田町,山形県大石田町,町村,"7,326",10,?,10,"310,000","255,000","240,000",?,?,?,?,?,,#VALUE!," 2,485,000 ",#VALUE!,32.8,339.2,#VALUE!,大石田町,町村,"7,534",10,?,9,"310,000","255,000","240,000",?,?,?,?,?,,#VALUE!," 2,485,000 ",#VALUE!,31.9,329.8
339,山形県,金山町,山形県金山町,町村,"5,588",10,?,10,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,400,000 ",#VALUE!,41.2,429.5,#VALUE!,金山町,町村,"5,873",10,?,10,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,400,000 ",#VALUE!,39.2,408.6
340,山形県,最上町,山形県最上町,町村,"8,696",12,?,12,"316,000","253,000","233,000",?,?,?,?,?,,#VALUE!," 2,899,000 ",#VALUE!,26.8,333.4,#VALUE!,最上町,町村,"9,100",12,?,12,"316,000","253,000","233,000",?,?,?,?,?,,#VALUE!," 2,899,000 ",#VALUE!,25.6,318.6
341,山形県,舟形町,山形県舟形町,町村,"5,443",10,?,10,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,400,000 ",#VALUE!,42.3,440.9,#VALUE!,舟形町,町村,"5,646",10,?,10,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,400,000 ",#VALUE!,40.7,425.1
342,山形県,真室川町,山形県真室川町,町村,"7,889",11,?,10,"316,000","253,000","233,000",?,?,?,?,?,,#VALUE!," 2,666,000 ",#VALUE!,29.5,337.9,#VALUE!,真室川町,町村,"8,234",11,?,11,"316,000","253,000","233,000",?,?,?,?,?,,#VALUE!," 2,666,000 ",#VALUE!,28.3,323.8
343,山形県,大蔵村,山形県大蔵村,町村,"3,285",10,?,10,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,400,000 ",#VALUE!,70.0,730.6,#VALUE!,大蔵村,町村,"3,476",10,?,10,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,400,000 ",#VALUE!,66.2,690.4
344,山形県,鮭川村,山形県鮭川村,町村,"4,267",10,?,9,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,400,000 ",#VALUE!,53.9,562.5,#VALUE!,鮭川村,町村,"4,465",10,?,10,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,400,000 ",#VALUE!,51.5,537.5
345,山形県,戸沢村,山形県戸沢村,町村,"4,635",9,?,9,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,170,000 ",#VALUE!,49.6,468.2,#VALUE!,戸沢村,町村,"4,888",9,?,9,"310,000","250,000","230,000",?,?,?,?,?,,#VALUE!," 2,170,000 ",#VALUE!,47.1,443.9
